,id,original_text,text,classification,rationale
1069,1256,"Austin Powers for the most part is extremely funny , the first part making up for any flaws that come later .","austin powers for the most part is extremely funny , the first part making up for any flaws that come later .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1070,1257,"While Tattoo borrows heavily from both Seven and The Silence of the Lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .","while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in .",pos,"[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1071,1258,Cho continues her exploration of the outer limits of raunch with considerable brio .,cho continues her exploration of the outer limits of raunch with considerable brio .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
1072,1259,Elvira fans could hardly ask for more .,elvira fans could hardly ask for more .,pos,"[0.0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1073,1262,"Fast-paced and wonderfully edited , the film is extremely thorough .","fast-paced and wonderfully edited , the film is extremely thorough .",pos,"[0.5, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
1074,1263,"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .","a bracing , unblinking work that serves as a painful elegy and sobering cautionary tale .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1075,1264,Hashiguchi uses the situation to evoke a Japan bustling atop an undercurrent of loneliness and isolation .,hashiguchi uses the situation to evoke a japan bustling atop an undercurrent of loneliness and isolation .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
1076,1265,"As if trying to grab a lump of Play-Doh , the harder that Liman tries to squeeze his story , the more details slip out between his fingers .","as if trying to grab a lump of play-doh , the harder that liman tries to squeeze his story , the more details slip out between his fingers .",neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1077,1266,"My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss .","my big fat greek wedding is not only the best date movie of the year , it 's also a -- dare i say it twice -- delightfully charming -- and totally american , i might add -- slice of comedic bliss .",pos,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
1078,1267,"Few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as Nesbitt 's Cooper looks when the bullets stop flying .","few films have captured the chaos of an urban conflagration with such fury , and audience members will leave feeling as shaken as nesbitt 's cooper looks when the bullets stop flying .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1079,1268,Another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,another love story in 2002 's remarkable procession of sweeping pictures that have reinvigorated the romance genre .,pos,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1080,1270,Why ?,why ?,neg,"[0.5, 0.5]"
1081,1271,"Who knows , but it works under the direction of Kevin Reynolds .","who knows , but it works under the direction of kevin reynolds .",pos,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
1082,1272,"( F ) rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .","( f ) rom the performances and the cinematography to the outstanding soundtrack and unconventional narrative , the film is blazingly alive and admirable on many levels .",pos,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1083,1273,"Shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .","shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1084,1274,"Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending .","provides the kind of ` laugh therapy ' i need from movie comedies -- offbeat humor , amusing characters , and a happy ending .",pos,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
1085,1275,"After seeing ` Analyze That , ' I feel better already .","after seeing ` analyze that , ' i feel better already .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
1086,1276,"A penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .","a penetrating , potent exploration of sanctimony , self-awareness , self-hatred and self-determination .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
1087,1278,"Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .","overall , it 's a very entertaining , thought-provoking film with a simple message : god is love .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0]"
1088,1279,"It may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .","it may not be a great piece of filmmaking , but its power comes from its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case .",pos,"[0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1089,1280,"Although mainstream American movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .","although mainstream american movies tend to exploit the familiar , every once in a while a film arrives from the margin that gives viewers a chance to learn , to grow , to travel .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1090,1281,"Jeong-Hyang Lee 's film is deceptively simple , deeply satisfying .","jeong-hyang lee 's film is deceptively simple , deeply satisfying .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0]"
1091,1282,"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .","the film is a hoot , and is just as good , if not better than much of what 's on saturday morning tv especially the pseudo-educational stuff we all ca n't stand .",pos,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1092,1283,"George Clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years .","george clooney , in his first directorial effort , presents this utterly ridiculous shaggy dog story as one of the most creative , energetic and original comedies to hit the screen in years .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
1093,1284,"Even when it drags , we are forced to reflect that its visual imagination is breathtaking","even when it drags , we are forced to reflect that its visual imagination is breathtaking",pos,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0]"
1094,1285,Although commentary on Nachtwey is provided ... it 's the image that really tells the tale .,although commentary on nachtwey is provided ... it 's the image that really tells the tale .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
1095,1289,The film is impressive for the sights and sounds of the wondrous beats the world has to offer .,the film is impressive for the sights and sounds of the wondrous beats the world has to offer .,pos,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1096,1290,"Daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .","daily struggles and simple pleasures usurp the preaching message so that , by the time the credits roll across the pat ending , a warm , fuzzy feeling prevails .",pos,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.5, 0.0]"
1097,1291,"... in no way original , or even all that memorable , but as downtown Saturday matinee brain candy , it does n't disappoint .","... in no way original , or even all that memorable , but as downtown saturday matinee brain candy , it does n't disappoint .",pos,"[0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 1.0, 0.0]"
1098,1292,"Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .","clever and unflinching in its comic barbs , slap her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .",pos,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1099,1293,Cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .,cremaster 3 is at once a tough pill to swallow and a minor miracle of self-expression .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
1100,1294,Sex is one of those films that aims to confuse .,sex is one of those films that aims to confuse .,neg,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
1101,1295,"Compared to his series of spectacular belly flops both on and off the screen , RunTelDat is something of a triumph .","compared to his series of spectacular belly flops both on and off the screen , runteldat is something of a triumph .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
1102,1296,( Moore 's ) better at fingering problems than finding solutions .,( moore 's ) better at fingering problems than finding solutions .,neg,"[0.5, 0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
1103,1297,"But though he only scratches the surface , at least he provides a strong itch to explore more .","but though he only scratches the surface , at least he provides a strong itch to explore more .",pos,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
1104,1298,"The powerful success of Read My Lips with such provocative material shows why , after only three films , director/co-writer Jacques Audiard , though little known in this country , belongs in the very top rank of French filmmakers .","the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers .",pos,"[0.0, 1.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1105,1299,"In his debut as a director , Washington has a sure hand .","in his debut as a director , washington has a sure hand .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
1106,1300,His work with actors is particularly impressive .,his work with actors is particularly impressive .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
1107,1301,"A generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .","a generous , inspiring film that unfolds with grace and humor and gradually becomes a testament to faith .",pos,"[0.0, 0.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]"
1108,1302,"Delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .","delivers the sexy razzle-dazzle that everyone , especially movie musical fans , has been hoping for .",pos,"[0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
1109,1303,Vincent Gallo is right at home in this French shocker playing his usual bad boy weirdo role .,vincent gallo is right at home in this french shocker playing his usual bad boy weirdo role .,pos,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
1110,1304,"Fierce , glaring and unforgettable .","fierce , glaring and unforgettable .",pos,"[0.0, 0.0, 0.5, 0.0, 1.0, 0.0]"
1111,1305,Cletis is playful but highly studied and dependent for its success on a patient viewer .,cletis is playful but highly studied and dependent for its success on a patient viewer .,pos,"[0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1112,1307,Campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .,campanella gets the tone just right -- funny in the middle of sad in the middle of hopeful .,pos,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
1113,1310,"Effective in all its aspects , Margarita Happy Hour represents an auspicious feature debut for Chaiken .","effective in all its aspects , margarita happy hour represents an auspicious feature debut for chaiken .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0]"
1114,1311,"The delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two .","the delicious trimmings ... arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a scrooge or two .",pos,"[0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
1115,1312,"Standing by Yourself is haunting ... ( It 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .","standing by yourself is haunting ... ( it 's ) what punk rock music used to be , and what the video medium could use more of : spirit , perception , conviction .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0]"
1116,1314,"Enjoyably fast-moving , hard-hitting documentary .","enjoyably fast-moving , hard-hitting documentary .",pos,"[1.0, 1.0, 0.0, 1.0, 1.0, 1.0]"
1117,1315,Rehearsals are frequently more fascinating than the results .,rehearsals are frequently more fascinating than the results .,pos,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
1118,1317,The film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,the film 's constant mood of melancholy and its unhurried narrative are masterfully controlled .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.0]"
1119,1318,"But ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .","but ... in trying to capture the novel 's deeper intimate resonances , the film has -- ironically - distanced us from the characters .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0]"
1120,1319,"This is a stunning film , a one-of-a-kind tour de force .","this is a stunning film , a one-of-a-kind tour de force .",pos,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1121,1320,"( Cho 's face is ) an amazing slapstick instrument , creating a scrapbook of living mug shots .","( cho 's face is ) an amazing slapstick instrument , creating a scrapbook of living mug shots .",pos,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
1122,1321,"It 's about as convincing as any other Arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .","it 's about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ultimately comes off as insultingly simplistic .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
1123,1323,"An extremely funny , ultimately heartbreaking look at life in contemporary China .","an extremely funny , ultimately heartbreaking look at life in contemporary china .",pos,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
1124,1325,"Davis is funny , charming and quirky in her feature film acting debut as Amy .","davis is funny , charming and quirky in her feature film acting debut as amy .",pos,"[0.5, 0.0, 0.5, 0.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
1125,1326,"Bloody Sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .","bloody sunday has the grace to call for prevention rather than to place blame , making it one of the best war movies ever made .",pos,"[0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
